-15.104,-0.128
-13.856,0.288
-11.84,1.376
-10.432,1.856
-8.288,2.528
-6.56,3.104
-4.64,3.616
-2.08,3.744
0.032,3.776
1.024,3.712
2.752,3.68
5.184,3.52
7.488,3.104
9.952,2.784
10.624,2.656
12.96,1.888
13.888,1.568
14.336,1.408
15.168,1.184
15.488,1.024
